"label","name","super_class","is_extendable","sys_updated_on"
"Adaptive Authentication Event","adaptive_auth_event","","false","2024-12-02 17:59:08"
"Agent Assist Recommendation","agent_assist_recommendation","Application File","false","2024-12-02 18:00:30"
"MID Server File","agent_file","","false","2024-12-02 17:45:55"
"Record Producer Configuration","aisa_rp_config","Application File","false","2024-12-02 18:03:53"
"Search Actions","aisa_ui_action","Application File","false","2024-12-02 18:03:53"
"AI Search ACL Overrides","ais_acl_overrides","Application File","false","2024-12-02 17:29:44"
"AI Search Active Table Ingestion Tracker","ais_active_table_ingestion_tracker","","false","2024-12-02 17:29:42"
"AI Search Async Genius Result","ais_async_genius_result","","false","2024-12-02 17:29:46"
"AI Search Async Request","ais_async_request","","false","2024-12-02 17:29:46"
"AI Search Child Table","ais_child_table","Application File","false","2024-12-02 17:29:45"
"AI Search Configuration Attribute","ais_configuration_attribute","","false","2024-12-02 17:29:42"
"AI Search Connection","ais_connection","","false","2024-12-02 17:29:46"
"AI Search Country To Search Language","ais_country_to_search_language","Application File","false","2024-12-02 17:29:46"
"Custom Matcher","ais_custom_matcher","Application File","false","2024-12-02 17:29:44"
"AI Search Indexed Source","ais_datasource","Application File","false","2024-12-02 17:29:45"
"AI Search Indexed Source Attribute","ais_datasource_attribute","Application File","false","2024-12-02 17:29:42"
"AI Search Indexed Source Field Attribute","ais_datasource_field_attribute","Application File","false","2024-12-02 17:29:43"
"AI Search Indexed Source Statistics","ais_datasource_stats","","false","2024-12-02 17:29:43"
"AI Search Dictionary","ais_dictionary","Application File","false","2024-12-02 17:29:43"
"AI Search Dictionary Term","ais_dictionary_term","Application File","false","2024-12-02 17:29:45"
"AI Search Genius Result Configuration","ais_genius_result_configuration","Application File","false","2024-12-02 17:29:42"
"AI Search Genius Result Configuration Parameters","ais_genius_result_configuration_parameters","","false","2024-12-02 17:29:44"
"AI Search Genius Result Configuration NLU Model Mapping","ais_genius_result_configuration_sys_nlu_model_m2m","Application File","false","2024-12-02 17:29:45"
"Guard Rail Limit for Indexed Data Sources","ais_guard_rail_limit_data_source","","false","2024-12-02 17:29:42"
"AI Search Helpfulness Score Stats","ais_helpfulness_score_stats","","false","2024-12-02 17:29:45"
"AI Search Index Event Statistics","ais_index_event_stats","","false","2024-12-02 17:29:42"
"AI Search Index Events stats","ais_index_queue_stats","","false","2024-12-02 17:29:44"
"AI Search Ingestion Trigger Checkin","ais_ingestion_trigger_checkin","","false","2024-12-02 17:29:45"
"AI Search Indexed Batch History","ais_ingest_batch_stats","","false","2024-12-02 17:29:46"
"AI Search Indexed Source History","ais_ingest_datasource_stats","","false","2024-12-02 17:29:43"
"AI Search Indexed Event History","ais_ingest_event_stats","","false","2024-12-02 17:29:43"
"AI Search Indexed Retry History","ais_ingest_retry_stats","","false","2024-12-02 17:29:43"
"AI Search Indexed Table History","ais_ingest_table_stats","","false","2024-12-02 17:29:42"
"AI Search Long Query Log","ais_long_query_log","","false","2024-12-02 17:29:43"
"AI Search NLQ Navigation","ais_nlq_navigation","","false","2024-12-02 17:29:45"
"AI Search Partition Health","ais_partition_health","","false","2024-12-02 17:29:44"
"AI Search Partition Health Response","ais_partition_health_response","","false","2024-12-02 17:29:44"
"AI Search Publish History","ais_publish_history","","false","2024-12-02 17:29:46"
"AI Search Query Statistics","ais_query_statistics","","false","2024-12-02 17:29:44"
"AI Search Relevancy Auto Train Solution","ais_relevancy_autotrain_solution","ML Auto Train Solution","false","2024-12-02 17:29:46"
"AI Search Relevancy Solution Definition","ais_relevancy_solution_definition","Solution Definition","false","2024-12-02 17:29:44"
"AI Search Relevancy Training Execution","ais_relevancy_training_execution","","false","2024-12-02 17:29:44"
"AI Search Relevancy Training Staging","ais_relevancy_training_staging","","false","2024-12-02 17:29:43"
"AI Search Retention Policy","ais_retention_policy","","false","2024-12-02 17:29:44"
"AI Search Results Improvement Rule","ais_rule","Application File","false","2024-12-02 17:29:45"
"AI Search Results Improvement Rule Action","ais_rule_action","Application File","false","2024-12-02 17:29:46"
"Mirrored Result Improvement Rule","ais_rule_mirror_m2m","Application File","false","2024-12-02 17:29:42"
"AI Search Search Profile","ais_search_profile","Application File","false","2024-12-02 17:29:45"
"AI Search Search Profile Dictionary Mapping","ais_search_profile_ais_dictionary_m2m","Application File","false","2024-12-02 17:29:44"
"AI Search Search Profile Genius Result Configuration Mapping","ais_search_profile_ais_genius_result_configuration_m2m","Application File","false","2024-12-02 17:29:43"
"AI Search Search Profile Search Source Mapping","ais_search_profile_ais_search_source_m2m","Application File","false","2024-12-02 17:29:45"
"AI Search Search Profile Relevancy Model","ais_search_profile_relevancy_model","","false","2024-12-02 17:29:43"
"AI Search Search Source","ais_search_source","Application File","false","2024-12-02 17:29:46"
"AI Search Updatable Field Event","ais_updatable_field_event","","false","2024-12-02 17:29:45"
"Asset","alm_asset","","true","2024-12-02 17:40:56"
"Asset CI Field Mapping","alm_asset_ci_field_mapping","Application File","false","2024-12-02 17:40:54"
"Asset CI Install Status Mapping","alm_asset_ci_state_mapping","Application File","false","2024-12-02 17:40:57"
"Asset Creation Queue","alm_asset_creation_queue","","false","2024-12-02 17:40:57"
"Consumable","alm_consumable","Asset","false","2024-12-02 17:40:57"
"Custom Template Task","alm_custom_template_task","Template Task","false","2024-12-02 17:40:57"
"License Entitlement","alm_entitlement","","true","2015-07-30 13:55:49"
"Device Entitlement","alm_entitlement_asset","License Entitlement","false","2015-07-30 13:59:23"
"User Entitlement","alm_entitlement_user","License Entitlement","false","2015-07-30 13:58:44"
"Facility","alm_facility","Asset","false","2024-12-02 17:40:56"
"Fixed Assets","alm_fixed_assets","","false","2024-12-02 17:40:52"
"Hardware","alm_hardware","Asset","false","2024-12-02 17:40:57"
"Asset CI Hardware State Mapping","alm_hardware_state_mapping","Application File","false","2024-12-02 17:40:55"
"Software License","alm_license","Asset","false","2024-12-02 17:40:57"
"Stockroom Model","alm_m2m_stockroom_model","","false","2024-12-02 17:40:56"
"Stockroom","alm_stockroom","","false","2024-12-02 17:40:58"
"Stockroom Type","alm_stockroom_type","","false","2024-12-02 17:40:55"
"Stock Rule","alm_stock_rule","","false","2024-12-02 17:40:55"
"Template Subtask","alm_template_subtask","","false","2024-12-02 17:40:56"
"Template Task","alm_template_task","","true","2024-12-02 17:40:53"
"Transfer Order","alm_transfer_order","","false","2024-12-02 17:40:55"
"Transfer Order Line","alm_transfer_order_line","","false","2024-12-02 17:40:53"
"Transfer Order Line Subtask","alm_transfer_order_line_subtask","Task","false","2024-12-02 17:40:54"
"Transfer Order Line Task","alm_transfer_order_line_task","Task","false","2024-12-02 17:40:57"
"Default Stockroom","alm_user_stockroom","","false","2024-12-02 17:40:56"
"Analytics Task","analytics_task","","true","2024-12-02 17:53:07"
"Announcement","announcement","Application File","false","2024-12-02 17:49:47"
"Announcement Consumer Type","announcement_consumer_type","Application File","false","2024-12-02 17:49:46"
"Announcement Style","announcement_style","Application File","false","2024-12-02 17:49:47"
"Antivirus Activity","antivirus_activity","","false","2024-12-02 17:55:49"
"API Key","api_key","Auth Credential","false","2024-12-02 17:59:17"
"API Key Credentials","api_key_credentials","Credentials","false","2024-12-02 17:46:35"
"Application Diagnostic","application_diagnostic","","false","2024-12-02 17:44:30"
"Archive Audit Result","ar_cert_audit_result","","false","2024-12-02 18:56:16"
"Archive Knowledge Use","ar_kb_use","","false","2024-12-02 18:56:13"
"Assessable Record","asmt_assessable_record","","false","2015-04-13 14:36:48"
"Assessment Group","asmt_assessment","","false","2024-12-02 17:41:18"
"Assessment Instance","asmt_assessment_instance","","false","2024-12-02 17:41:18"
"Assessment Instance Question","asmt_assessment_instance_question","","false","2016-07-01 19:16:40"
"Assessment Stat","asmt_assessment_stat","","false","2024-12-02 17:41:18"
"Bubble Chart","asmt_bubble_chart","Application File","false","2024-12-02 17:41:17"
"Assessment Category Result","asmt_category_result","","false","2024-12-02 17:41:17"
"Trigger Condition","asmt_condition","Application File","false","2024-12-02 17:41:19"
"Custom Metric","asmt_custom_metric","Application File","false","2024-12-02 17:41:18"
"Decision Matrix","asmt_decision_matrix","Application File","false","2024-12-02 17:41:19"
"Category Assessable Records","asmt_m2m_category_assessment","","false","2024-12-02 17:41:19"
"Assessment Category User","asmt_m2m_category_user","","false","2024-12-02 17:41:15"
"Survey Recipients Lists","asmt_m2m_recipientslist_survey","","false","2024-12-02 17:41:31"
"Assessment Stakeholders","asmt_m2m_stakeholder","","false","2024-12-02 17:41:16"
"Assessment X Category Matrix","asmt_m2m_xcategory_matrix","Application File","false","2024-12-02 17:41:15"
"Assessment Y Category Matrix","asmt_m2m_ycategory_matrix","Application File","false","2024-12-02 17:41:17"
"Assessment Metric","asmt_metric","Application File","false","2024-12-02 17:41:15"
"Metric Category","asmt_metric_category","Application File","false","2024-12-02 17:41:17"
"Assessment Metric Definition","asmt_metric_definition","Application File","false","2024-12-02 17:41:15"
"Metric Result","asmt_metric_result","","false","2024-12-02 17:41:16"
"Assessment Metric Type","asmt_metric_type","Application File","true","2024-12-02 17:41:17"
"Assessment Metric Type Group","asmt_metric_type_group","","false","2024-12-02 17:41:16"
"Assessment NPS Definition","asmt_nps_definition","Assessment Template Definition","false","2024-12-02 17:41:18"
"Assessment Net Promoter Score","asmt_nps_result","","false","2024-12-02 17:41:19"
"Assessment NPS Template","asmt_nps_template","Assessment Metric Template","false","2024-12-02 17:41:16"
"Signature","asmt_signature","Application File","false","2024-12-02 17:41:19"
"Assessment Metric Template","asmt_template","Application File","true","2024-12-02 17:41:16"
"Assessment Template Definition","asmt_template_definition","Application File","true","2024-12-02 17:41:15"
"Content Audit","asset_content_audit","","false","2024-12-02 17:40:58"
"Asset Job Log","asset_job_log","","false","2024-12-02 17:40:53"
"Asset Job Log Details","asset_job_log_detail","","false","2024-12-02 17:40:54"
"Asset Properties","asset_property","","false","2024-12-02 17:40:55"
"Asset Reclamation Request","asset_reclamation_request","Task","false","2024-12-02 17:40:53"
"Asset Task","asset_task","Task","false","2024-12-02 17:40:54"
"Contract","ast_contract","","true","2024-12-02 17:47:48"
"Lease Instance","ast_contract_instance","","false","2024-12-02 17:47:50"
"Lease","ast_lease","Contract","false","2024-12-02 17:47:48"
"Adobe Software License","ast_license_adobe","Software License","false","2024-12-02 17:47:50"
"Software License","ast_license_base","","true","2024-12-02 17:47:47"
"Generic Software License","ast_license_generic","Software License","false","2024-12-02 17:47:49"
"Microsoft Software License","ast_license_msft","Software License","false","2024-12-02 17:47:50"
"Software License Instance","ast_license_package_instance","","false","2024-12-02 17:47:50"
"Software License Instance","ast_license_software_instance","","false","2024-12-02 17:47:49"
"Symantec Software License","ast_license_symantec","Software License","false","2024-12-02 17:47:47"
"Service Contract","ast_service","Contract","false","2024-12-02 17:47:48"
"Software License","ast_software_license","","false","2024-12-02 17:47:50"
"Software Usage","ast_usage","","false","2024-12-02 17:47:47"
"Warranty","ast_warranty","Contract","false","2024-12-02 17:47:48"
"Breakpoint","atf_breakpoint","","false","2024-12-02 17:48:38"
"Input Variables","atf_input_variable","Test Variable","false","2024-12-02 17:48:40"
"Output Variables","atf_output_variable","Test Variable","false","2024-12-02 17:48:37"
"Attachment Extractor","attachment_extractor","Application File","false","2024-12-02 17:41:55"
"Attachment Scan History","attachment_scan_history","","false","2024-12-02 17:55:49"
"Auth Algorithm","auth_algorithm","Application File","false","2024-12-02 17:46:14"
"Auth Key Verification","auth_key_verification","","true","2024-12-02 17:46:13"
"Authentication Policy","auth_policy_mapping","Application File","false","2024-12-02 17:59:14"
"Command Pipeline","automation_pipeline","Probe","false","2024-12-02 17:46:29"
"Command","automation_pipeline_command","","true","2024-12-02 17:46:22"
"SNMPTable Pipeline Command","automation_pipeline_command_snmptable","Command","false","2024-12-02 17:46:37"
"Pipeline Command: Toolkit","automation_pipeline_command_toolkit","Command","false","2024-12-02 17:46:29"
"Pipeline Command: Unix","automation_pipeline_command_unix","Command","false","2024-12-02 17:46:22"
"Filter","automation_pipeline_filter","","true","2024-12-02 17:46:25"
"Pipeline Filter: Key/Value","automation_pipeline_filter_key_value","Filter","false","2024-12-02 17:46:33"
"Pipeline Filter: Regex","automation_pipeline_filter_regex","Filter","false","2024-12-02 17:46:25"
"Pipeline Filter: Table Column","automation_pipeline_filter_table_column","Filter","false","2024-12-02 17:46:33"
"Parser","automation_pipeline_parser","","true","2024-12-02 17:46:24"
"Pipeline Parser: Key/Value","automation_pipeline_parser_key_value","Parser","false","2024-12-02 17:46:24"
"SNMPTable Parser","automation_pipeline_parser_snmptable","Parser","false","2024-12-02 17:46:26"
"Pipeline Parser: Table","automation_pipeline_parser_table","Parser","false","2024-12-02 17:46:25"
"Transformer","automation_pipeline_transformer","","true","2024-12-02 17:46:23"
"Pipeline Transformer: Javascript","automation_pipeline_transformer_javascript","Transformer","false","2024-12-02 17:46:25"
"Pipeline Transformer: Key Mapper","automation_pipeline_transformer_key_mapper","Transformer","false","2024-12-02 17:46:23"
"Pipeline Transformer: PPID Special Case","automation_pipeline_transformer_ppid_special_case","Transformer","false","2024-12-02 17:46:23"
"Subnet Transformer","automation_pipeline_transformer_subnet","Transformer","false","2024-12-02 17:46:23"
"Automation Status Set","automation_status_set","","false","2024-12-02 17:46:34"
"AWS Credentials","aws_credentials","Credentials","false","2024-12-02 17:46:29"
"Workspace Record Types Selector","aw_record_type_selector","Application File","false","2024-12-02 18:00:31"
"Azure Alert Rule","azure_alert_rule","Application File","false","2024-12-02 17:46:29"
"Azure SAS credentials","azure_sas_credentials","Credentials","false","2024-12-02 17:46:34"
"Azure Service Principal","azure_service_principal","Cloud Management Credential","false","2024-12-02 17:46:27"
"Azure SSH Certificate Credentials","azure_ssh_certificate_credentials","Credentials","false","2024-12-02 17:46:38"
"Basic Auth Credentials","basic_auth_credentials","Credentials","false","2024-12-02 17:46:35"
"Basic(SFTP) Retry Conditions","basic_retry_conditions","","false","2024-12-02 17:46:17"
"Excluded Password","blacklisted_password","","false","2024-12-02 17:31:05"
"BSM Map Actions","bsm_action","Diagrammer Actions","false","2024-12-02 17:41:47"
"BSM Saved View","bsm_chart","","false","2024-12-02 17:42:01"
"BSM Menu Action","bsm_context_menu","","false","2024-12-02 17:42:01"
"Edge Color","bsm_edge_color","","false","2024-12-02 17:42:03"
"BSM Saved Map","bsm_graph","","false","2024-12-02 17:41:47"
"Map Indicator","bsm_indicator","Application File","false","2014-09-30 14:02:57"
"BSM Map Filter","bsm_map_filter","","false","2024-12-02 17:42:01"
"BSM Map Icon","bsm_map_icon","","false","2024-12-02 17:42:01"
"BSM Related Item","bsm_related_item","Application File","false","2024-12-02 17:41:48"
"Business Application Request","business_app_request","Task","false","2024-12-02 18:03:07"
"Business Calendar","business_calendar","Application File","true","2024-12-02 17:40:09"
"Business Calendar Filter Option","business_calendar_filter_option","Application File","false","2024-12-02 17:40:09"
"Business Calendar Group","business_calendar_group","Application File","false","2024-12-02 17:40:09"
"Business Calendar Entry","business_calendar_span","","true","2024-12-02 17:40:08"
"Business Calendar Entry Name","business_calendar_span_name","Application File","false","2024-12-02 17:40:09"
"Business Unit","business_unit","","false","2024-12-02 17:40:50"
"Business Unit Strategy","business_unit_strategy","Strategic Objective","false","2024-12-02 17:40:50"
"CAB Agenda Item","cab_agenda_item","Meeting Agenda Item","false","2024-12-02 17:57:29"
"CAB Attendee","cab_attendee","Meeting Attendee","false","2024-12-02 17:57:29"
"CAB Definition","cab_definition","Meeting Definition","false","2024-12-02 17:57:30"
"CAB Meeting","cab_meeting","Meeting","false","2024-12-02 17:57:29"
"CAB Meeting Runtime State","cab_runtime_state","Meeting Runtime State","false","2024-12-02 17:57:30"
"Cached forecast","cached_forecast","","false","2024-12-02 17:53:10"
"Cache Metrics","cache_metrics","","false","2024-12-02 18:04:54"
"Calendars for Package","calendars_for_package","","false","2024-12-02 17:40:09"
"Calendar Indices","calendar_indices","","false","2024-12-02 17:40:09"
"Catalog Builder Analytics","catalog_builder_analytics","","false","2024-12-02 18:03:16"
"Service Category","catalog_category_request","Application File","false","2013-11-09 07:30:37"
"Catalog Category Request User","catalog_category_request_user","","false","2024-12-02 17:44:37"
"Catalog Channel Analytics","catalog_channel_analytics","","false","2024-12-02 18:03:25"
"Catalog Data Lookup Definitions","catalog_dl_definition","Data Lookup Definitions","false","2024-12-02 17:48:16"
"Catalog Matcher Variable Definitions","catalog_dl_definition_rel_mat","Matcher Field Definitions","false","2024-12-02 17:48:17"
"Catalog Setter Variable Definitions","catalog_dl_definition_rel_set","Setter Field Definitions","false","2024-12-02 17:48:16"
"Catalog draft entities","catalog_draft_entities","","false","2024-12-02 18:03:16"
"Catalog Item Analytics","catalog_item_analytics","","false","2024-12-02 18:03:25"
"Catalog Client Scripts","catalog_script_client","Client Script","false","2024-12-02 17:43:33"
"Catalog UI Policy","catalog_ui_policy","UI Policy","false","2024-12-02 17:43:24"
"Catalog UI Policy Action","catalog_ui_policy_action","UI Policy Action","false","2024-12-02 17:43:24"
"Certification Attribute Condition","cert_attr_cond","Certification Condition","false","2024-12-02 17:39:54"
"Audit","cert_audit","Scheduled Script Execution","true","2024-12-02 17:40:04"
"Audit Result","cert_audit_result","","false","2013-02-12 12:11:32"
"Certification CI Relationship Condition","cert_ci_rel_cond","Certification Condition","false","2013-02-19 10:53:57"
"Certification Condition","cert_cond","","true","2013-02-19 10:34:59"
"Certification Filter","cert_filter","","false","2024-12-02 17:39:53"
"Follow On Task","cert_follow_on_task","Task","false","2024-12-02 17:39:53"
"Certification Group Relationship Condition","cert_group_rel_cond","Certification Condition","false","2013-02-19 10:55:59"
"Certification Related List Condition","cert_related_list_cond","Certification Condition","false","2024-12-02 17:39:53"
"Certification Template","cert_template","","false","2013-02-12 12:10:46"
"Certification User Relationship Condition","cert_user_rel_cond","Certification Condition","false","2013-02-19 10:58:48"
"Change Phase","change_phase","Task","false","2024-12-02 17:41:36"
"Change Request","change_request","Task","true","2024-12-02 18:09:47"
"IMAC","change_request_imac","Change Request","false","2024-12-02 17:41:37"
"Change Risk Details","change_risk_details","","false","2024-12-02 17:41:37"
"Change Task","change_task","Task","false","2024-12-02 17:41:36"
"Chat Queue","chat_queue","","false","2024-12-02 17:28:04"
"Chat Queue Entry","chat_queue_entry","Task","false","2024-12-02 17:28:04"
"Checklist","checklist","","false","2024-12-02 17:28:01"
"Checklist Item","checklist_item","","false","2024-12-02 17:28:01"
"Checklist Template","checklist_template","","false","2024-12-02 17:28:01"
"Checkpoint Attribute Description","checkpoint_attribute_description","","false","2024-12-02 17:58:48"
"Change Approval Definition","chg_approval_def","Change Policy Action","false","2024-12-02 17:58:29"
"Change Contextual Sidebar Cards","chg_ctx_sidebar_card","Task Overview Container","false","2024-12-02 18:21:45"
"Change Management Worker","chg_mgt_worker","","false","2024-12-02 17:41:37"
"Change Model","chg_model","State Transition Model","false","2024-12-02 17:58:32"
"Change Model Attribute","chg_model_attribute","State Model Attribute","false","2024-12-02 17:58:32"
"Change Model Condition Type","chg_model_condition_type","Model State Transition Condition Type","false","2024-12-02 17:58:32"
"Change Overview Card","chg_overview_card","Application File","false","2024-12-02 18:21:46"
"Change Overview Container","chg_overview_container","Task Overview Container","false","2024-12-02 18:21:46"
"Change Overview Field","chg_overview_field","Application File","false","2024-12-02 18:21:45"
"Change Policy","chg_policy","Decision Table","true","2024-12-02 17:58:29"
"Change Policy Action","chg_policy_action","","true","2024-12-02 17:58:29"
"Applied Change Policy","chg_policy_applied","","false","2024-12-02 17:58:29"
"Change Approval Policy","chg_policy_approval","Change Policy","false","2024-12-02 17:58:30"
"Change Schedule Definition","chg_soc_definition","Change Schedule Definition Core","false","2024-12-02 17:58:26"
"Related Definition","chg_soc_definition_child","Change Schedule Definition Core","false","2024-12-02 17:58:26"
"Change Schedule Definition Core","chg_soc_definition_core","Application File","true","2024-12-02 17:58:25"
"Style Rule","chg_soc_definition_style_rule","Style Rule Core","false","2024-12-02 17:58:25"
"Style Rule","chg_soc_def_child_style_rule","Style Rule Core","false","2024-12-02 17:58:26"
"Style Rule","chg_soc_style_rule","Style Rule Core","false","2024-12-02 17:58:25"
"Style Rule Core","chg_soc_style_rule_core","Application File","true","2024-12-02 17:58:25"
"CIM Credentials","cim_credentials","Credentials","false","2024-12-02 17:46:26"
"CI Diagnostic Category","ci_diagnostic_category","","false","2024-12-02 18:24:22"
"CI Diagnostic Content","ci_diagnostic_content","","false","2024-12-02 18:24:23"
"CI Identifier","ci_identifier","Application File","false","2024-12-02 17:46:12"
"Condition Checks","clm_condition_check","Application File","false","2024-12-02 17:47:49"
"Condition","clm_condition_checker","Application File","false","2024-12-02 17:47:49"
"Contract History","clm_contract_history","","false","2024-12-02 17:47:47"
"Terms and Conditions","clm_m2m_contract_and_terms","","false","2024-12-02 17:47:50"
"Asset Covered","clm_m2m_contract_asset","","false","2024-12-02 17:47:49"
"Users Covered","clm_m2m_contract_user","","false","2024-12-02 17:47:47"
"Asset Covered","clm_m2m_rate_card_asset","","false","2024-12-02 17:47:49"
"Terms and Conditions","clm_terms_and_conditions","","false","2024-12-02 17:47:47"
"Database Clone","clone","","true","2024-12-02 17:24:58"
"Clone Cleanup Script","clone_cleanup_script","Application File","false","2024-12-02 17:24:59"
"Clone Exclude Table","clone_data_exclude","Application File","false","2024-12-02 17:24:59"
"Clone Data Preserver","clone_data_preserver","Application File","false","2024-12-02 17:24:59"
"System Clone","clone_instance","Database Clone","false","2024-12-02 17:24:59"
"Clone Log","clone_log","Log Entry","false","2024-12-02 17:24:59"
"Clone Log","clone_log0000","Log Entry","false","2024-12-02 17:45:02"
"Clone Log","clone_log0001","Log Entry","false","2024-12-02 17:45:02"
"Clone Log","clone_log0002","Log Entry","false","2024-12-02 17:45:04"
"Clone Log","clone_log0003","Log Entry","false","2024-12-02 17:45:05"
"Clone Log","clone_log0004","Log Entry","false","2024-12-02 17:45:06"
"Clone Log","clone_log0005","Log Entry","false","2024-12-02 17:45:08"
"Clone Log","clone_log0006","Log Entry","false","2024-12-02 17:45:08"
"Clone Log","clone_log0007","Log Entry","false","2024-12-02 17:45:10"
"Preserved Data","clone_preserved_data","","false","2024-12-02 17:24:59"
"Clone Profile","clone_profile","Application File","false","2024-12-02 17:24:59"
"Clone Profile Cleanup Scripts","clone_profile_cleanup_scripts","Application File","false","2024-12-02 17:24:59"
"Clone Profile Exclusions","clone_profile_exclusions","Application File","false","2024-12-02 17:24:59"
"Clone Profile Preservers","clone_profile_preservers","Application File","false","2024-12-02 17:24:59"
"Database Table Clone","clone_table","","false","2024-12-02 17:24:59"
"Clone Security Token","clone_token","","false","2024-12-02 17:24:59"
"Cloud Management Credential","cloud_credential","Credentials","true","2024-12-02 17:46:26"
"Cloud Mgmt Region","cloud_mgmt_region","Application File","false","2024-12-02 17:37:05"
"Cloud Public IP Configuration","cloud_public_ip_config","Application File","false","2024-12-02 17:45:50"
"Base Configuration Item","cmdb","","true","2024-12-02 17:31:33"
"cmdb$par1","cmdb$par1","","false","2024-12-02 17:31:33"
"CI Alias","cmdb_alias","","false","2024-12-02 17:31:54"
"Application Model Lifecycle","cmdb_application_model_lifecycle","Model Lifecycle","false","2024-12-02 17:31:24"
"Application Model","cmdb_application_product_model","Product Model","false","2024-12-02 17:31:23"
"CMDB Baseline","cmdb_baseline","","false","2024-12-02 17:35:49"
"CMDB Baseline Entry","cmdb_baseline_entry","","false","2024-12-02 17:32:04"
"Business Rule Exclusion List","cmdb_business_rule_exclusions","Application File","false","2024-12-02 17:31:35"
"CMDB Categories","cmdb_categories","Application File","false","2024-12-02 17:36:10"
"Configuration Item","cmdb_ci","Base Configuration Item","true","2024-12-02 17:31:34"
"Accessory","cmdb_ci_acc","Configuration Item","false","2024-12-02 17:34:48"
"Active Directory Domain Controller","cmdb_ci_ad_controller","Directory Server","false","2024-12-02 17:37:08"
"AD Domain","cmdb_ci_ad_domain","Infrastructure Service","false","2024-12-02 17:35:26"
"Agility Process","cmdb_ci_agility_process","Application","false","2024-12-02 17:33:19"
"AIX Server","cmdb_ci_aix_server","UNIX Server","false","2024-12-02 17:33:21"
"Alias","cmdb_ci_alias","Configuration Item","true","2024-12-02 17:32:26"
"Apache Web Server","cmdb_ci_apache_web_server","Web Server","false","2024-12-02 17:35:50"
"Apic Host","cmdb_ci_apic_host","Virtual Machine Object","false","2024-12-02 17:36:12"
"Apic Tenant","cmdb_ci_apic_tenant","Virtual Machine Object","false","2024-12-02 17:34:07"
"Application","cmdb_ci_appl","Configuration Item","true","2024-12-02 17:31:36"
"Application Cluster","cmdb_ci_application_cluster","Configuration Item","false","2024-12-02 17:32:56"
"Application Software","cmdb_ci_application_software","Software","false","2024-12-02 17:36:54"
"Active Directory Service","cmdb_ci_appl_active_directory","Application","false","2024-12-02 17:33:43"
"BizTalk","cmdb_ci_appl_biztalk","Application","false","2024-12-02 17:32:14"
"BizTalk Orchestration","cmdb_ci_appl_biztalk_orch","Application","false","2024-12-02 17:35:55"
"CA Enterprise Communicator","cmdb_ci_appl_ca","Application","false","2024-12-02 17:35:32"
"CA eTrust Directory Server","cmdb_ci_appl_ca_dir_server","Infrastructure Service","false","2024-12-02 17:33:02"
"CA Introscope Enterprise Manager","cmdb_ci_appl_ca_ent_man","Application","false","2024-12-02 17:37:04"
"CA Identity Manager Provisioning Server","cmdb_ci_appl_ca_id_man","Application","false","2024-12-02 17:31:45"
"Cisco CallManager","cmdb_ci_appl_cisco_call_man","Application","false","2024-12-02 17:34:40"
"Cisco Fibre InterConnect","cmdb_ci_appl_cisco_fibre","Application","false","2024-12-02 17:35:12"
"Citrix Application Icon","cmdb_ci_appl_citrix_app","Application","false","2024-12-02 17:37:09"
"Citrix Collector","cmdb_ci_appl_citrix_collector","Application","false","2024-12-02 17:35:25"
"Citrix XenAPP or Presentation Server","cmdb_ci_appl_citrix_xenapp","Application","false","2024-12-02 17:32:32"
"Connect-It Service","cmdb_ci_appl_connectit","Application","false","2024-12-02 17:33:55"
"Control-M","cmdb_ci_appl_controlm","Application","false","2024-12-02 17:34:45"
"Delivery Controler","cmdb_ci_appl_delivery_controler","Application","false","2024-12-02 17:34:29"
"Documentum Brava Job Processor","cmdb_ci_appl_doc_brava_proc","Application","false","2024-12-02 17:32:54"
"Documentum Brava License Server","cmdb_ci_appl_doc_brava_server","Application","false","2024-12-02 17:35:40"
"Documentum DocBase","cmdb_ci_appl_doc_docbase","Application","false","2024-12-02 17:37:00"
"Documentum Broker","cmdb_ci_appl_doc_docbroker","Application","false","2024-12-02 17:36:23"
".NET Application","cmdb_ci_appl_dot_net","Application","false","2024-12-02 17:34:46"
"Fast Search","cmdb_ci_appl_fastsearch","Application","false","2024-12-02 17:31:41"
"Generic Application","cmdb_ci_appl_generic","Application","false","2024-12-02 17:33:10"
"GlassFish","cmdb_ci_appl_glassfish","Application Server","false","2024-12-02 17:36:31"
"GlassFish WAR","cmdb_ci_appl_glassfish_war","Application Server","false","2024-12-02 17:35:54"
"Groundwork","cmdb_ci_appl_groundwork","Application","false","2024-12-02 17:34:50"
"HP SM Index Server","cmdb_ci_appl_hp_index","Application","false","2024-12-02 17:33:59"
"HP Operations Manager","cmdb_ci_appl_hp_operations","Application","false","2024-12-02 17:35:52"
"HP Quality Center","cmdb_ci_appl_hp_qc","Application","false","2024-12-02 17:33:51"
"HP Service Manager","cmdb_ci_appl_hp_service","Application","false","2024-12-02 17:32:22"
"HP SM KnowledgeBase","cmdb_ci_appl_hp_sm_kb","Application","false","2024-12-02 17:36:48"
"IBM CICS","cmdb_ci_appl_ibm_cics","Application","false","2024-12-02 17:34:04"
"IBM CTG","cmdb_ci_appl_ibm_ctg","Application","false","2024-12-02 17:36:37"
"IBM WebSphere Message Broker","cmdb_ci_appl_ibm_wmb","Application","false","2024-12-02 17:34:15"
